단어,어간근사,총건수,문서수,통상수용_건수,통상수용_비율,통상수용_lift,견적반영_건수,견적반영_비율,견적반영_lift,계약·질의검토_건수,계약·질의검토_비율,계약·질의검토_lift,최대lift_라벨,최대lift,chi2_p,모델기여_통상수용,모델기여_견적반영,모델기여_계약·질의검토,모델기여_합
요소,요소,8,4,3,0.375,0.733,4,0.5,2.149,1,0.125,0.489,견적반영,2.149,0.190987,0.0,0.0,0.0,0
요소를,요소,8,5,4,0.5,0.977,2,0.25,1.074,2,0.25,0.979,견적반영,1.074,0.993244,0.0,0.0,0.0,0
원활하게,원활하게,8,4,2,0.25,0.488,3,0.375,1.612,3,0.375,1.468,견적반영,1.612,0.326991,0.0,0.0,0.0,0
위원회가,위원회,8,1,3,0.375,0.733,2,0.25,1.074,3,0.375,1.468,계약·질의검토,1.468,0.684637,0.0,0.0,0.0,0
유연하게,유연하게,8,4,1,0.125,0.244,5,0.625,2.686,2,0.25,0.979,견적반영,2.686,0.021294,0.0,0.0,0.0,0
유형의,유형,8,6,3,0.375,0.733,1,0.125,0.537,4,0.5,1.958,계약·질의검토,1.958,0.2742,0.0,0.0,0.0,0
의약품통합정보시스템의,의약품통합정보시스템,8,1,5,0.625,1.221,3,0.375,1.612,0,0.0,0.0,견적반영,1.612,0.227046,0.0,0.0,0.0,0
의존성,의존성,8,2,1,0.125,0.244,2,0.25,1.074,5,0.625,2.447,계약·질의검토,2.447,0.035329,0.0,0.0,0.0,0
인덱싱,인덱싱,8,3,1,0.125,0.244,3,0.375,1.612,4,0.5,1.958,계약·질의검토,1.958,0.08406,0.0,0.0,0.0,0
인력은,인력,8,6,6,0.75,1.465,2,0.25,1.074,0,0.0,0.0,통상수용,1.465,0.227046,0.0,0.0,0.0,0
인식,인식,8,5,3,0.375,0.733,3,0.375,1.612,2,0.25,0.979,견적반영,1.612,0.606885,0.0,0.0,0.0,0
인하여,인하여,8,6,2,0.25,0.488,1,0.125,0.537,5,0.625,2.447,계약·질의검토,2.447,0.055042,0.0,0.0,0.0,0
일체의,일체,8,5,2,0.25,0.488,1,0.125,0.537,5,0.625,2.447,계약·질의검토,2.447,0.055042,0.0,0.0,0.0,0
자주,자주,8,6,4,0.5,0.977,2,0.25,1.074,2,0.25,0.979,견적반영,1.074,0.993244,0.0,0.0,0.0,0
작성한,작성한,8,5,2,0.25,0.488,1,0.125,0.537,5,0.625,2.447,계약·질의검토,2.447,0.055042,0.0,0.0,0.0,0
저장된,저장된,8,6,2,0.25,0.488,3,0.375,1.612,3,0.375,1.468,견적반영,1.612,0.326991,0.0,0.0,0.0,0
저장할,저장할,8,5,1,0.125,0.244,5,0.625,2.686,2,0.25,0.979,견적반영,2.686,0.021294,0.0,0.0,0.0,0
전에,전에,8,7,4,0.5,0.977,2,0.25,1.074,2,0.25,0.979,견적반영,1.074,0.993244,0.0,0.0,0.0,0
절차의,절차,8,3,5,0.625,1.221,3,0.375,1.612,0,0.0,0.0,견적반영,1.612,0.227046,0.0,0.0,0.0,0
점수,점수,8,4,2,0.25,0.488,3,0.375,1.612,3,0.375,1.468,견적반영,1.612,0.326991,0.0,0.0,0.0,0
정렬,정렬,8,4,4,0.5,0.977,3,0.375,1.612,1,0.125,0.489,견적반영,1.612,0.537401,0.0,0.0,0.0,0
정의한다,정의한다,8,1,1,0.125,0.244,4,0.5,2.149,3,0.375,1.468,견적반영,2.149,0.071005,0.0,0.0,0.0,0
제시한,제시한,8,7,4,0.5,0.977,0,0.0,0.0,4,0.5,1.958,계약·질의검토,1.958,0.151819,0.0,0.0,0.0,0
제작,제작,8,5,4,0.5,0.977,1,0.125,0.537,3,0.375,1.468,계약·질의검토,1.468,0.651726,0.0,0.0,0.0,0
질문,질문,8,3,2,0.25,0.488,4,0.5,2.149,2,0.25,0.979,견적반영,2.149,0.168592,0.0,0.0,0.0,0
집계,집계,8,5,2,0.25,0.488,4,0.5,2.149,2,0.25,0.979,견적반영,2.149,0.168592,0.0,0.0,0.0,0
채팅,채팅,8,3,0,0.0,0.0,1,0.125,0.537,7,0.875,3.426,계약·질의검토,3.426,0.000241,0.0,0.0,0.0,0
철저히,철저히,8,6,3,0.375,0.733,1,0.125,0.537,4,0.5,1.958,계약·질의검토,1.958,0.2742,0.0,0.0,0.0,0
첨부파일,첨부파일,8,2,5,0.625,1.221,3,0.375,1.612,0,0.0,0.0,견적반영,1.612,0.227046,0.0,0.0,0.0,0
청킹,청킹,8,4,2,0.25,0.488,4,0.5,2.149,2,0.25,0.979,견적반영,2.149,0.168592,0.0,0.0,0.0,0
체계적인,체계적인,8,5,6,0.75,1.465,1,0.125,0.537,1,0.125,0.489,통상수용,1.465,0.399879,0.0,0.0,0.0,0
출처를,출처,8,3,2,0.25,0.488,3,0.375,1.612,3,0.375,1.468,견적반영,1.612,0.326991,0.0,0.0,0.0,0
컴퓨팅,컴퓨팅,8,6,0,0.0,0.0,6,0.75,3.223,2,0.25,0.979,견적반영,3.223,0.001223,0.0,0.0,0.0,0
콜센터,콜센터,8,1,2,0.25,0.488,2,0.25,1.074,4,0.5,1.958,계약·질의검토,1.958,0.225158,0.0,0.0,0.0,0
쿼리,쿼리,8,5,3,0.375,0.733,4,0.5,2.149,1,0.125,0.489,견적반영,2.149,0.190987,0.0,0.0,0.0,0
토큰,토큰,8,3,2,0.25,0.488,4,0.5,2.149,2,0.25,0.979,견적반영,2.149,0.168592,0.0,0.0,0.0,0
통신,통신,8,5,2,0.25,0.488,2,0.25,1.074,4,0.5,1.958,계약·질의검토,1.958,0.225158,0.0,0.0,0.0,0
파일에,파일,8,4,0,0.0,0.0,5,0.625,2.686,3,0.375,1.468,견적반영,2.686,0.00701,0.0,0.0,0.0,0
패키지,패키지,8,3,3,0.375,0.733,3,0.375,1.612,2,0.25,0.979,견적반영,1.612,0.606885,0.0,0.0,0.0,0
편의를,편의,8,3,5,0.625,1.221,3,0.375,1.612,0,0.0,0.0,견적반영,1.612,0.227046,0.0,0.0,0.0,0
포함하는,포함하,8,5,5,0.625,1.221,1,0.125,0.537,2,0.25,0.979,통상수용,1.221,0.739071,0.0,0.0,0.0,0
프레임워크,프레임워크,8,6,4,0.5,0.977,3,0.375,1.612,1,0.125,0.489,견적반영,1.612,0.537401,0.0,0.0,0.0,0
플랫폼에,플랫폼,8,4,0,0.0,0.0,4,0.5,2.149,4,0.5,1.958,견적반영,2.149,0.014268,0.0,0.0,0.0,0
하위,하위,8,4,3,0.375,0.733,5,0.625,2.686,0,0.0,0.0,견적반영,2.686,0.021338,0.0,0.0,0.0,0
학습/추론,학습/추론,8,1,1,0.125,0.244,6,0.75,3.223,1,0.125,0.489,견적반영,3.223,0.002267,0.0,0.0,0.0,0
확보할,확보할,8,5,6,0.75,1.465,0,0.0,0.0,2,0.25,0.979,통상수용,1.465,0.250033,0.0,0.0,0.0,0
확인하는,확인하,8,4,3,0.375,0.733,4,0.5,2.149,1,0.125,0.489,견적반영,2.149,0.190987,0.0,0.0,0.0,0
효율성을,효율성,8,5,4,0.5,0.977,2,0.25,1.074,2,0.25,0.979,견적반영,1.074,0.993244,0.0,0.0,0.0,0
5초,5초,7,5,1,0.1429,0.279,1,0.1429,0.614,5,0.7143,2.797,계약·질의검토,2.797,0.018909,0.0,0.0,0.0,0
DBMS,DBMS,7,4,0,0.0,0.0,3,0.4286,1.842,4,0.5714,2.237,계약·질의검토,2.237,0.023147,0.0,0.0,0.0,0
DOCX,DOCX,7,4,0,0.0,0.0,3,0.4286,1.842,4,0.5714,2.237,계약·질의검토,2.237,0.023147,0.0,0.0,0.0,0
DRM,DRM,7,2,1,0.1429,0.279,1,0.1429,0.614,5,0.7143,2.797,계약·질의검토,2.797,0.018909,0.0,0.0,0.0,0
FAQ,FAQ,7,3,2,0.2857,0.558,5,0.7143,3.07,0,0.0,0.0,견적반영,3.07,0.008492,0.0,0.0,0.0,0
GUI,GUI,7,1,1,0.1429,0.279,5,0.7143,3.07,1,0.1429,0.559,견적반영,3.07,0.009768,0.0,0.0,0.0,0
K8s,K8s,7,3,0,0.0,0.0,6,0.8571,3.684,1,0.1429,0.559,견적반영,3.684,0.000374,0.0,0.0,0.0,0
LAN,LAN,7,2,1,0.1429,0.279,4,0.5714,2.456,2,0.2857,1.119,견적반영,2.456,0.067868,0.0,0.0,0.0,0
PC에,PC,7,7,4,0.5714,1.116,1,0.1429,0.614,2,0.2857,1.119,계약·질의검토,1.119,0.852667,0.0,0.0,0.0,0
RAM,RAM,7,3,0,0.0,0.0,4,0.5714,2.456,3,0.4286,1.678,견적반영,2.456,0.01909,0.0,0.0,0.0,0
SW의,SW,7,3,1,0.1429,0.279,1,0.1429,0.614,5,0.7143,2.797,계약·질의검토,2.797,0.018909,0.0,0.0,0.0,0
Vector,Vector,7,3,1,0.1429,0.279,4,0.5714,2.456,2,0.2857,1.119,견적반영,2.456,0.067868,0.0,0.0,0.0,0
가이드를,가이드,7,6,4,0.5714,1.116,2,0.2857,1.228,1,0.1429,0.559,견적반영,1.228,0.785088,0.0,0.0,0.0,0
가중치,가중치,7,4,0,0.0,0.0,6,0.8571,3.684,1,0.1429,0.559,견적반영,3.684,0.000374,0.0,0.0,0.0,0
각각,각각,7,6,5,0.7143,1.395,1,0.1429,0.614,1,0.1429,0.559,통상수용,1.395,0.560235,0.0,0.0,0.0,0
개선을,개선,7,4,2,0.2857,0.558,3,0.4286,1.842,2,0.2857,1.119,견적반영,1.842,0.388001,0.0,0.0,0.0,0
개의,개의,7,5,4,0.5714,1.116,2,0.2857,1.228,1,0.1429,0.559,견적반영,1.228,0.785088,0.0,0.0,0.0,0
검증된,검증된,7,3,3,0.4286,0.837,1,0.1429,0.614,3,0.4286,1.678,계약·질의검토,1.678,0.557571,0.0,0.0,0.0,0
검토하여,검토하여,7,5,2,0.2857,0.558,3,0.4286,1.842,2,0.2857,1.119,견적반영,1.842,0.388001,0.0,0.0,0.0,0
결과의,결과,7,5,3,0.4286,0.837,3,0.4286,1.842,1,0.1429,0.559,견적반영,1.842,0.447374,0.0,0.0,0.0,0
계약체결,계약체결,7,4,6,0.8571,1.674,0,0.0,0.0,1,0.1429,0.559,통상수용,1.674,0.162565,0.0,0.0,0.0,0
계획서,계획서,7,5,3,0.4286,0.837,3,0.4286,1.842,1,0.1429,0.559,견적반영,1.842,0.447374,0.0,0.0,0.0,0
고객,고객,7,3,5,0.7143,1.395,2,0.2857,1.228,0,0.0,0.0,통상수용,1.395,0.293592,0.0,0.0,0.0,0
공지,공지,7,4,4,0.5714,1.116,2,0.2857,1.228,1,0.1429,0.559,견적반영,1.228,0.785088,0.0,0.0,0.0,0
구축되는,구축되,7,5,3,0.4286,0.837,1,0.1429,0.614,3,0.4286,1.678,계약·질의검토,1.678,0.557571,0.0,0.0,0.0,0
국방망,국방망,7,1,0,0.0,0.0,2,0.2857,1.228,5,0.7143,2.797,계약·질의검토,2.797,0.008605,0.0,0.0,0.0,0
국방부,국방부,7,1,1,0.1429,0.279,3,0.4286,1.842,3,0.4286,1.678,견적반영,1.842,0.14458,0.0,0.0,0.0,0
권한은,권한,7,4,2,0.2857,0.558,2,0.2857,1.228,3,0.4286,1.678,계약·질의검토,1.678,0.445247,0.0,0.0,0.0,0
규칙에,규칙,7,5,4,0.5714,1.116,3,0.4286,1.842,0,0.0,0.0,견적반영,1.842,0.221626,0.0,0.0,0.0,0
규칙을,규칙,7,4,3,0.4286,0.837,2,0.2857,1.228,2,0.2857,1.119,견적반영,1.228,0.901995,0.0,0.0,0.0,0
그래프,그래프,7,6,1,0.1429,0.279,6,0.8571,3.684,0,0.0,0.0,견적반영,3.684,0.000431,0.0,0.0,0.0,0
기법,기법,7,4,0,0.0,0.0,4,0.5714,2.456,3,0.4286,1.678,견적반영,2.456,0.01909,0.0,0.0,0.0,0
내용이,내용,7,3,2,0.2857,0.558,2,0.2857,1.228,3,0.4286,1.678,계약·질의검토,1.678,0.445247,0.0,0.0,0.0,0
단계별로,단계별,7,6,4,0.5714,1.116,1,0.1429,0.614,2,0.2857,1.119,계약·질의검토,1.119,0.852667,0.0,0.0,0.0,0
당사자로,당사자,7,5,2,0.2857,0.558,2,0.2857,1.228,3,0.4286,1.678,계약·질의검토,1.678,0.445247,0.0,0.0,0.0,0
대시보드에서,대시보드,7,1,0,0.0,0.0,6,0.8571,3.684,1,0.1429,0.559,견적반영,3.684,0.000374,0.0,0.0,0.0,0
대책을,대책,7,6,2,0.2857,0.558,1,0.1429,0.614,4,0.5714,2.237,계약·질의검토,2.237,0.156651,0.0,0.0,0.0,0
도출되었을,도출되었,7,6,6,0.8571,1.674,0,0.0,0.0,1,0.1429,0.559,통상수용,1.674,0.162565,0.0,0.0,0.0,0
동급,동급,7,3,0,0.0,0.0,2,0.2857,1.228,5,0.7143,2.797,계약·질의검토,2.797,0.008605,0.0,0.0,0.0,0
동작,동작,7,3,3,0.4286,0.837,3,0.4286,1.842,1,0.1429,0.559,견적반영,1.842,0.447374,0.0,0.0,0.0,0
되는,되는,7,6,3,0.4286,0.837,1,0.1429,0.614,3,0.4286,1.678,계약·질의검토,1.678,0.557571,0.0,0.0,0.0,0
득한,득한,7,6,6,0.8571,1.674,1,0.1429,0.614,0,0.0,0.0,통상수용,1.674,0.158151,0.0,0.0,0.0,0
등)에서,등),7,4,4,0.5714,1.116,3,0.4286,1.842,0,0.0,0.0,견적반영,1.842,0.221626,0.0,0.0,0.0,0
때까지,때까지,7,7,3,0.4286,0.837,0,0.0,0.0,4,0.5714,2.237,계약·질의검토,2.237,0.105672,0.0,0.0,0.0,0
매뉴얼에,매뉴얼,7,5,4,0.5714,1.116,1,0.1429,0.614,2,0.2857,1.119,계약·질의검토,1.119,0.852667,0.0,0.0,0.0,0
매칭,매칭,7,4,1,0.1429,0.279,4,0.5714,2.456,2,0.2857,1.119,견적반영,2.456,0.067868,0.0,0.0,0.0,0
멀티,멀티,7,4,1,0.1429,0.279,4,0.5714,2.456,2,0.2857,1.119,견적반영,2.456,0.067868,0.0,0.0,0.0,0
메시지는,메시지,7,4,3,0.4286,0.837,0,0.0,0.0,4,0.5714,2.237,계약·질의검토,2.237,0.105672,0.0,0.0,0.0,0
명칭,명칭,7,2,2,0.2857,0.558,4,0.5714,2.456,1,0.1429,0.559,견적반영,2.456,0.103664,0.0,0.0,0.0,0
명확한,명확한,7,6,2,0.2857,0.558,1,0.1429,0.614,4,0.5714,2.237,계약·질의검토,2.237,0.156651,0.0,0.0,0.0,0
모드,모드,7,5,1,0.1429,0.279,2,0.2857,1.228,4,0.5714,2.237,계약·질의검토,2.237,0.09443,0.0,0.0,0.0,0
문장,문장,7,5,2,0.2857,0.558,1,0.1429,0.614,4,0.5714,2.237,계약·질의검토,2.237,0.156651,0.0,0.0,0.0,0
문제에,문제,7,4,4,0.5714,1.116,0,0.0,0.0,3,0.4286,1.678,계약·질의검토,1.678,0.283925,0.0,0.0,0.0,0
미결사항에,미결사항,7,7,7,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.034642,0.0,0.0,0.0,0
미리,미리,7,4,5,0.7143,1.395,1,0.1429,0.614,1,0.1429,0.559,통상수용,1.395,0.560235,0.0,0.0,0.0,0
미치는,미치,7,4,1,0.1429,0.279,2,0.2857,1.228,4,0.5714,2.237,계약·질의검토,2.237,0.09443,0.0,0.0,0.0,0
바로,바로,7,2,2,0.2857,0.558,4,0.5714,2.456,1,0.1429,0.559,견적반영,2.456,0.103664,0.0,0.0,0.0,0
방안에,방안,7,4,1,0.1429,0.279,0,0.0,0.0,6,0.8571,3.356,계약·질의검토,3.356,0.001161,0.0,0.0,0.0,0
버튼,버튼,7,3,5,0.7143,1.395,2,0.2857,1.228,0,0.0,0.0,통상수용,1.395,0.293592,0.0,0.0,0.0,0
법적,법적,7,2,0,0.0,0.0,0,0.0,0.0,7,1.0,3.915,계약·질의검토,3.915,3.4e-05,0.0,0.0,0.0,0
보고서를,보고서,7,5,3,0.4286,0.837,1,0.1429,0.614,3,0.4286,1.678,계약·질의검토,1.678,0.557571,0.0,0.0,0.0,0
보안관련,보안관련,7,7,3,0.4286,0.837,2,0.2857,1.228,2,0.2857,1.119,견적반영,1.228,0.901995,0.0,0.0,0.0,0
복구할,복구할,7,5,3,0.4286,0.837,2,0.2857,1.228,2,0.2857,1.119,견적반영,1.228,0.901995,0.0,0.0,0.0,0
복수,복수,7,4,1,0.1429,0.279,3,0.4286,1.842,3,0.4286,1.678,견적반영,1.842,0.14458,0.0,0.0,0.0,0
복합,복합,7,5,0,0.0,0.0,5,0.7143,3.07,2,0.2857,1.119,견적반영,3.07,0.004827,0.0,0.0,0.0,0
부담으로,부담,7,4,2,0.2857,0.558,1,0.1429,0.614,4,0.5714,2.237,계약·질의검토,2.237,0.156651,0.0,0.0,0.0,0
부서별,부서별,7,6,1,0.1429,0.279,2,0.2857,1.228,4,0.5714,2.237,계약·질의검토,2.237,0.09443,0.0,0.0,0.0,0
부합하는,부합하,7,4,4,0.5714,1.116,1,0.1429,0.614,2,0.2857,1.119,계약·질의검토,1.119,0.852667,0.0,0.0,0.0,0
분야,분야,7,6,3,0.4286,0.837,0,0.0,0.0,4,0.5714,2.237,계약·질의검토,2.237,0.105672,0.0,0.0,0.0,0
분할,분할,7,4,0,0.0,0.0,4,0.5714,2.456,3,0.4286,1.678,견적반영,2.456,0.01909,0.0,0.0,0.0,0
비율,비율,7,3,3,0.4286,0.837,3,0.4286,1.842,1,0.1429,0.559,견적반영,1.842,0.447374,0.0,0.0,0.0,0
비인가,비인,7,2,1,0.1429,0.279,5,0.7143,3.07,1,0.1429,0.559,견적반영,3.07,0.009768,0.0,0.0,0.0,0
사양,사양,7,5,1,0.1429,0.279,1,0.1429,0.614,5,0.7143,2.797,계약·질의검토,2.797,0.018909,0.0,0.0,0.0,0
사업완료,사업완료,7,6,4,0.5714,1.116,1,0.1429,0.614,2,0.2857,1.119,계약·질의검토,1.119,0.852667,0.0,0.0,0.0,0
사용하고,사용하고,7,5,3,0.4286,0.837,3,0.4286,1.842,1,0.1429,0.559,견적반영,1.842,0.447374,0.0,0.0,0.0,0
삽입,삽입,7,4,2,0.2857,0.558,2,0.2857,1.228,3,0.4286,1.678,계약·질의검토,1.678,0.445247,0.0,0.0,0.0,0
삽입하는,삽입하,7,1,6,0.8571,1.674,1,0.1429,0.614,0,0.0,0.0,통상수용,1.674,0.158151,0.0,0.0,0.0,0
상응하는,상응하,7,3,2,0.2857,0.558,4,0.5714,2.456,1,0.1429,0.559,견적반영,2.456,0.103664,0.0,0.0,0.0,0
서버는,서버,7,5,0,0.0,0.0,2,0.2857,1.228,5,0.7143,2.797,계약·질의검토,2.797,0.008605,0.0,0.0,0.0,0
서버의,서버,7,4,1,0.1429,0.279,2,0.2857,1.228,4,0.5714,2.237,계약·질의검토,2.237,0.09443,0.0,0.0,0.0,0
설계에,설계,7,5,2,0.2857,0.558,1,0.1429,0.614,4,0.5714,2.237,계약·질의검토,2.237,0.156651,0.0,0.0,0.0,0
성격에,성격,7,4,3,0.4286,0.837,2,0.2857,1.228,2,0.2857,1.119,견적반영,1.228,0.901995,0.0,0.0,0.0,0
소요,소요,7,5,2,0.2857,0.558,2,0.2857,1.228,3,0.4286,1.678,계약·질의검토,1.678,0.445247,0.0,0.0,0.0,0
소프트웨어는,소프트웨어,7,5,4,0.5714,1.116,0,0.0,0.0,3,0.4286,1.678,계약·질의검토,1.678,0.283925,0.0,0.0,0.0,0
수행하며,수행하며,7,5,2,0.2857,0.558,1,0.1429,0.614,4,0.5714,2.237,계약·질의검토,2.237,0.156651,0.0,0.0,0.0,0
순번,순번,7,1,0,0.0,0.0,7,1.0,4.298,0,0.0,0.0,견적반영,4.298,9e-06,0.0,0.0,0.0,0
쉬운,쉬운,7,6,5,0.7143,1.395,0,0.0,0.0,2,0.2857,1.119,통상수용,1.395,0.327762,0.0,0.0,0.0,0
스냅샷,스냅샷,7,4,0,0.0,0.0,4,0.5714,2.456,3,0.4286,1.678,견적반영,2.456,0.01909,0.0,0.0,0.0,0
시나리오를,시나리오,7,5,3,0.4286,0.837,3,0.4286,1.842,1,0.1429,0.559,견적반영,1.842,0.447374,0.0,0.0,0.0,0
시나리오에,시나리오,7,6,4,0.5714,1.116,0,0.0,0.0,3,0.4286,1.678,계약·질의검토,1.678,0.283925,0.0,0.0,0.0,0
시범,시범,7,4,1,0.1429,0.279,3,0.4286,1.842,3,0.4286,1.678,견적반영,1.842,0.14458,0.0,0.0,0.0,0
시에는,시에,7,5,5,0.7143,1.395,1,0.1429,0.614,1,0.1429,0.559,통상수용,1.395,0.560235,0.0,0.0,0.0,0
신뢰도,신뢰,7,4,4,0.5714,1.116,2,0.2857,1.228,1,0.1429,0.559,견적반영,1.228,0.785088,0.0,0.0,0.0,0
아래와,아래,7,5,0,0.0,0.0,3,0.4286,1.842,4,0.5714,2.237,계약·질의검토,2.237,0.023147,0.0,0.0,0.0,0
않음,않음,7,4,1,0.1429,0.279,0,0.0,0.0,6,0.8571,3.356,계약·질의검토,3.356,0.001161,0.0,0.0,0.0,0
암호화하여,암호화하여,7,6,4,0.5714,1.116,1,0.1429,0.614,2,0.2857,1.119,계약·질의검토,1.119,0.852667,0.0,0.0,0.0,0
언어,언어,7,2,3,0.4286,0.837,2,0.2857,1.228,2,0.2857,1.119,견적반영,1.228,0.901995,0.0,0.0,0.0,0
업무에,업무,7,3,1,0.1429,0.279,2,0.2857,1.228,4,0.5714,2.237,계약·질의검토,2.237,0.09443,0.0,0.0,0.0,0
업체,업체,7,3,6,0.8571,1.674,1,0.1429,0.614,0,0.0,0.0,통상수용,1.674,0.158151,0.0,0.0,0.0,0
없음,없음,7,4,2,0.2857,0.558,1,0.1429,0.614,4,0.5714,2.237,계약·질의검토,2.237,0.156651,0.0,0.0,0.0,0
엔드포인트,엔드포인트,7,3,0,0.0,0.0,4,0.5714,2.456,3,0.4286,1.678,견적반영,2.456,0.01909,0.0,0.0,0.0,0
역할별,역할별,7,2,2,0.2857,0.558,4,0.5714,2.456,1,0.1429,0.559,견적반영,2.456,0.103664,0.0,0.0,0.0,0
연속성,연속성,7,5,1,0.1429,0.279,1,0.1429,0.614,5,0.7143,2.797,계약·질의검토,2.797,0.018909,0.0,0.0,0.0,0
예상된,예상된,7,6,6,0.8571,1.674,0,0.0,0.0,1,0.1429,0.559,통상수용,1.674,0.162565,0.0,0.0,0.0,0
외에,외에,7,3,3,0.4286,0.837,0,0.0,0.0,4,0.5714,2.237,계약·질의검토,2.237,0.105672,0.0,0.0,0.0,0
요구사항이,요구사항,7,6,5,0.7143,1.395,0,0.0,0.0,2,0.2857,1.119,통상수용,1.395,0.327762,0.0,0.0,0.0,0
요청·결과,요청·결,7,1,0,0.0,0.0,0,0.0,0.0,7,1.0,3.915,계약·질의검토,3.915,3.4e-05,0.0,0.0,0.0,0
요청에,요청,7,5,6,0.8571,1.674,1,0.1429,0.614,0,0.0,0.0,통상수용,1.674,0.158151,0.0,0.0,0.0,0
용도로,용도,7,6,6,0.8571,1.674,0,0.0,0.0,1,0.1429,0.559,통상수용,1.674,0.162565,0.0,0.0,0.0,0
운영할,운영할,7,6,5,0.7143,1.395,1,0.1429,0.614,1,0.1429,0.559,통상수용,1.395,0.560235,0.0,0.0,0.0,0
웹메일,웹메일,7,4,6,0.8571,1.674,0,0.0,0.0,1,0.1429,0.559,통상수용,1.674,0.162565,0.0,0.0,0.0,0
유출,유출,7,5,3,0.4286,0.837,0,0.0,0.0,4,0.5714,2.237,계약·질의검토,2.237,0.105672,0.0,0.0,0.0,0
의해,의해,7,5,3,0.4286,0.837,2,0.2857,1.228,2,0.2857,1.119,견적반영,1.228,0.901995,0.0,0.0,0.0,0
인수인계,인수인계,7,5,3,0.4286,0.837,0,0.0,0.0,4,0.5714,2.237,계약·질의검토,2.237,0.105672,0.0,0.0,0.0,0
임의,임의,7,5,3,0.4286,0.837,1,0.1429,0.614,3,0.4286,1.678,계약·질의검토,1.678,0.557571,0.0,0.0,0.0,0
작업장소를,작업장소,7,7,4,0.5714,1.116,0,0.0,0.0,3,0.4286,1.678,계약·질의검토,1.678,0.283925,0.0,0.0,0.0,0
쟁점,쟁점,7,7,7,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.034642,0.0,0.0,0.0,0
절차에,절차,7,7,4,0.5714,1.116,1,0.1429,0.614,2,0.2857,1.119,계약·질의검토,1.119,0.852667,0.0,0.0,0.0,0
접수,접수,7,5,2,0.2857,0.558,4,0.5714,2.456,1,0.1429,0.559,견적반영,2.456,0.103664,0.0,0.0,0.0,0
정보가,정보,7,4,1,0.1429,0.279,4,0.5714,2.456,2,0.2857,1.119,견적반영,2.456,0.067868,0.0,0.0,0.0,0
정보시스템의,정보시스템,7,5,2,0.2857,0.558,2,0.2857,1.228,3,0.4286,1.678,계약·질의검토,1.678,0.445247,0.0,0.0,0.0,0
제공받은,제공받,7,3,3,0.4286,0.837,3,0.4286,1.842,1,0.1429,0.559,견적반영,1.842,0.447374,0.0,0.0,0.0,0
제반사항을,제반사항,7,3,2,0.2857,0.558,0,0.0,0.0,5,0.7143,2.797,계약·질의검토,2.797,0.016898,0.0,0.0,0.0,0
제한하는,제한하,7,4,3,0.4286,0.837,1,0.1429,0.614,3,0.4286,1.678,계약·질의검토,1.678,0.557571,0.0,0.0,0.0,0
져야,져야,7,5,3,0.4286,0.837,0,0.0,0.0,4,0.5714,2.237,계약·질의검토,2.237,0.105672,0.0,0.0,0.0,0
조회하는,조회하,7,3,3,0.4286,0.837,2,0.2857,1.228,2,0.2857,1.119,견적반영,1.228,0.901995,0.0,0.0,0.0,0
중앙,중앙,7,6,3,0.4286,0.837,2,0.2857,1.228,2,0.2857,1.119,견적반영,1.228,0.901995,0.0,0.0,0.0,0
중은,중은,7,6,7,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.034642,0.0,0.0,0.0,0
지정하는,지정하,7,5,2,0.2857,0.558,3,0.4286,1.842,2,0.2857,1.119,견적반영,1.842,0.388001,0.0,0.0,0.0,0
지정한,지정한,7,6,5,0.7143,1.395,1,0.1429,0.614,1,0.1429,0.559,통상수용,1.395,0.560235,0.0,0.0,0.0,0
지체,지체,7,6,4,0.5714,1.116,1,0.1429,0.614,2,0.2857,1.119,계약·질의검토,1.119,0.852667,0.0,0.0,0.0,0
추적하여,추적하여,7,4,3,0.4286,0.837,3,0.4286,1.842,1,0.1429,0.559,견적반영,1.842,0.447374,0.0,0.0,0.0,0
컨텍스트,컨텍스트,7,3,2,0.2857,0.558,2,0.2857,1.228,3,0.4286,1.678,계약·질의검토,1.678,0.445247,0.0,0.0,0.0,0
컬럼,컬럼,7,5,3,0.4286,0.837,3,0.4286,1.842,1,0.1429,0.559,견적반영,1.842,0.447374,0.0,0.0,0.0,0
케이블,케이블,7,4,0,0.0,0.0,2,0.2857,1.228,5,0.7143,2.797,계약·질의검토,2.797,0.008605,0.0,0.0,0.0,0
크기,크기,7,4,1,0.1429,0.279,4,0.5714,2.456,2,0.2857,1.119,견적반영,2.456,0.067868,0.0,0.0,0.0,0
트래픽,트래픽,7,4,0,0.0,0.0,4,0.5714,2.456,3,0.4286,1.678,견적반영,2.456,0.01909,0.0,0.0,0.0,0
특화된,특화된,7,4,0,0.0,0.0,5,0.7143,3.07,2,0.2857,1.119,견적반영,3.07,0.004827,0.0,0.0,0.0,0
파이프라인을,파이프라인,7,5,0,0.0,0.0,3,0.4286,1.842,4,0.5714,2.237,계약·질의검토,2.237,0.023147,0.0,0.0,0.0,0
판단되는,판단되,7,4,0,0.0,0.0,1,0.1429,0.614,6,0.8571,3.356,계약·질의검토,3.356,0.000981,0.0,0.0,0.0,0
